round,train_acc,train_loss,test_acc,test_loss,dmcfe_fedavg_max_error,dmcfe_fedavg_mean_error,dmcfe_fedrep_max_error,dmcfe_fedrep_mean_error,dropout_rate,online_clients,online_client_ids,recovery_threshold,coded_communication_rounds,secagg_baseline_rounds,recovery_error,dmcfe_weight_signatures_verified,run_id,method,seed,config_hash,matrix_id,backend,backend_secure,participation_rate,protocol_dropout_rate,coordinates,chunks,chunk_size,scale,clip_bound,clipped_fraction,encode_seconds,aggregate_seconds,total_aggregation_seconds,serialized_upload_bytes,serialized_key_bytes,recovery_bytes,peak_memory_bytes
10,0.211387519460301,2.335773486628164,0.21014787681454347,2.339468442289747,,,,,,3,"841,956,544",,,,,,fedrep_seed1_50r,FedRep,1,47b32ed30e84e2e8c485b7a8a62d494a3388426e77d0703f91571e03a5ba84fc,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
11,0.22728009859885834,2.1647295502920643,0.22642789309455977,2.1644621387994865,,,,,,3,"25,464,372",,,,,,fedrep_seed1_50r,FedRep,1,47b32ed30e84e2e8c485b7a8a62d494a3388426e77d0703f91571e03a5ba84fc,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
12,0.2389724961079398,2.083892839465048,0.24013024013024012,2.0833107030030282,,,,,,3,"518,871,797",,,,,,fedrep_seed1_50r,FedRep,1,47b32ed30e84e2e8c485b7a8a62d494a3388426e77d0703f91571e03a5ba84fc,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
13,0.2406752724442138,2.093169004637422,0.2402659069325736,2.0933752460459405,,,,,,3,"945,452,304",,,,,,fedrep_seed1_50r,FedRep,1,47b32ed30e84e2e8c485b7a8a62d494a3388426e77d0703f91571e03a5ba84fc,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
14,0.2762876232485729,2.1431173053422534,0.2754036087369421,2.144061179239186,,,,,,3,"172,278,486",,,,,,fedrep_seed1_50r,FedRep,1,47b32ed30e84e2e8c485b7a8a62d494a3388426e77d0703f91571e03a5ba84fc,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
15,0.2721198754540737,2.2046382047279596,0.2703839370506037,2.204884861303179,,,,,,3,"825,374,488",,,,,,fedrep_seed1_50r,FedRep,1,47b32ed30e84e2e8c485b7a8a62d494a3388426e77d0703f91571e03a5ba84fc,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
16,0.314202776336274,2.0348610494397477,0.31216931216931215,2.035589048496524,,,,,,3,"221,988,882",,,,,,fedrep_seed1_50r,FedRep,1,47b32ed30e84e2e8c485b7a8a62d494a3388426e77d0703f91571e03a5ba84fc,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
17,0.3494421380384017,1.885262088699126,0.3511056844390178,1.886511934169713,,,,,,3,"786,499,930",,,,,,fedrep_seed1_50r,FedRep,1,47b32ed30e84e2e8c485b7a8a62d494a3388426e77d0703f91571e03a5ba84fc,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
18,0.38871951219512196,1.7777221451314824,0.3907203907203907,1.7804437111654645,,,,,,3,"246,751,75",,,,,,fedrep_seed1_50r,FedRep,1,47b32ed30e84e2e8c485b7a8a62d494a3388426e77d0703f91571e03a5ba84fc,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
19,0.4024876751427089,1.774725682640204,0.40320173653506985,1.7793166821150044,,,,,,3,"800,773,23",,,,,,fedrep_seed1_50r,FedRep,1,47b32ed30e84e2e8c485b7a8a62d494a3388426e77d0703f91571e03a5ba84fc,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
20,0.38056240269849506,1.9004977142902488,0.38366571699905033,1.9019180620236016,,,,,,3,"890,694,798",,,,,,fedrep_seed1_50r,FedRep,1,47b32ed30e84e2e8c485b7a8a62d494a3388426e77d0703f91571e03a5ba84fc,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
21,0.3530260768033212,1.8182067700591806,0.35300501967168635,1.8170748921891435,,,,,,3,"492,383,856",,,,,,fedrep_seed1_50r,FedRep,1,47b32ed30e84e2e8c485b7a8a62d494a3388426e77d0703f91571e03a5ba84fc,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
22,0.36603204462895694,1.7815832666614877,0.3681997015330349,1.7815430868194206,,,,,,3,"866,191,732",,,,,,fedrep_seed1_50r,FedRep,1,47b32ed30e84e2e8c485b7a8a62d494a3388426e77d0703f91571e03a5ba84fc,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
23,0.37994615983393876,1.8466192141616233,0.37783204449871116,1.8499723882443144,,,,,,3,"519,837,208",,,,,,fedrep_seed1_50r,FedRep,1,47b32ed30e84e2e8c485b7a8a62d494a3388426e77d0703f91571e03a5ba84fc,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
24,0.38748702646600935,1.8502107149602849,0.38705738705738707,1.856482527756704,,,,,,3,"131,354,982",,,,,,fedrep_seed1_50r,FedRep,1,47b32ed30e84e2e8c485b7a8a62d494a3388426e77d0703f91571e03a5ba84fc,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
25,0.3957576543850545,1.8718354509989539,0.3924840591507258,1.8796911508443996,,,,,,3,"688,49,288",,,,,,fedrep_seed1_50r,FedRep,1,47b32ed30e84e2e8c485b7a8a62d494a3388426e77d0703f91571e03a5ba84fc,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
